order,aic,bic
"[0, 1, 3]",915.1883541105312,925.8421104869795
"[2, 1, 3]",915.2369159189452,931.2175504836176
"[0, 2, 3]",916.1705902448716,926.7864316455017
"[1, 1, 3]",916.5951881874912,929.9123836580516
"[3, 1, 3]",916.8913425715773,935.5354162303618
"[1, 2, 3]",917.1128223972812,930.3826241480688
"[2, 2, 3]",918.8924746971536,934.8162367980988
"[1, 0, 3]",920.7797733908588,936.8167463976303
"[2, 0, 3]",922.1777519988785,940.8875538401119
"[1, 2, 2]",922.8419276072773,933.4956839837256
