order,aic,bic
"[0, 2, 3]",897.6241555577699,908.2399969584
"[1, 2, 3]",899.6596351116112,912.9294368623988
"[0, 1, 3]",899.7701668497367,910.423923226185
"[1, 1, 3]",901.5531815328058,914.8703770033661
"[2, 2, 3]",901.6033097907185,917.5270718916637
"[2, 1, 3]",903.5489151523899,919.5295497170623
"[3, 2, 3]",903.7923568674156,922.3700793185183
"[1, 0, 3]",904.2752813364726,920.312254343244
"[3, 1, 3]",905.0265302915195,923.670603950304
"[0, 1, 2]",905.1336979821514,913.1521844855371
