order,aic,bic
"[3, 1, 3]",908.1285337501897,926.7726074089742
"[0, 1, 3]",908.7031728270687,919.356929203517
"[1, 1, 3]",910.5805531538506,923.897748624411
"[0, 2, 3]",910.7369286415676,921.3527700421977
"[1, 2, 3]",910.848459157416,924.1182609082035
"[2, 2, 3]",912.3659676354447,928.2897297363899
"[2, 1, 3]",912.4484678868068,928.4291024514793
"[1, 0, 3]",913.314302308238,929.3512753150094
"[3, 2, 3]",913.5422154770673,932.11993792817
"[2, 0, 3]",915.1904174463909,933.9002192876243
